year;fishing_area;species_code;species;common_name;ICES_stock_code;landings
2009;27.4.a;RJH;Raja brachyura;Blonde ray;rjh.27.4a6;0.009
2009;27.4.a;SKA;Rajiformes;Skates;raj.27.3a47d;0.875
2009;27.4.a;SKA;Rajiformes;Skates;raj.27.3a47d;0.003
2009;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.864
2009;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.804
2009;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.268
2009;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.825
2009;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.859
2009;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;3.435
2009;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.028
2009;27.4.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.004
2009;27.4.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.985
2009;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;1.389
2009;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;9.495
2009;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;33.305
2009;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;63.701
2009;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.101
2009;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.06
2009;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;1.295
2009;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;80.977
2009;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.014
2009;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.005
2009;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;1.84
2009;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;24.518
2009;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.003
2009;27.4.c;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.054
2009;27.4.c;RJN;Rajiformes;Skates;raj.27.3a47d;1.292
2009;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;13.19
2009;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;61.515
2009;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.08
2009;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.2
2009;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;11.164
2009;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;61.101
2009;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;0.621
2009;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;69.137
2009;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;1.433
2009;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;12.349
2009;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;1.201
2009;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;22.06
2009;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;3.511
2009;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;68.781
2009;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;25.181
2009;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;28.734
2009;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.972
2009;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.004
2009;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.426
2009;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;21.068
2009;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.048
2009;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.082
2009;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;3.61
2009;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.009
2009;27.7.d;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;1.415
2009;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.261
2009;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.01
2009;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;38.565
2009;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.012
2009;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;1.668
2009;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;6.049
2009;27.7.e;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.011
2009;27.7.e;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;1.587
2009;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.018
2009;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;1.278
2009;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;5.178
2009;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;18.946
2009;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;16.364
2009;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;2.986
2009;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;12.01
2009;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;1.905
2009;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;12.723
2009;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.782
2009;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;16.416
2009;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;28.615
2009;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;76.33
2009;27.7.g;RJB;Dipturus spp;Skates;rjb.27.67a-ce-k;0.006
2009;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;75.091
2009;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;32.934
2009;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;56.102
2009;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;29.458
2009;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;19.128
2009;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;14.085
2009;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;11.064
2009;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;18.312
2009;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;66.284
2009;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;167.153
2009;27.7.h;RJC;Raja clavata;Skates;raj.27.67a-ce-k;0.005
2009;27.7.h;RJH;Raja brachyura;Skates;raj.27.67a-ce-k;0.007
2009;27.7.h;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.002
2009;27.7.h;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.001
2009;27.7.h;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.002
2009;27.7.h;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.006
2009;27.8.a;RJC;Raja clavata;Blonde ray;rjc.27.8;0.14
2009;27.8.a;RJH;Raja brachyura;Blonde ray;raj.27.89a;0.006
2009;27.8.a;RJM;Raja montagui;Spotted ray;rjm.27.8;0.006
2009;27.8.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.162
2009;27.8.a;SKA;Rajiformes;Blonde ray;raj.27.89a;0.078
2009;27.8.b;RJC;Raja clavata;Thornback ray;rjc.27.8;1.548
2009;27.8.b;RJH;Raja brachyura;Blonde ray;raj.27.89a;0.077
2009;27.8.b;RJM;Raja montagui;Spotted ray;rjm.27.8;0.064
2009;27.8.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;7.914
2009;27.8.b;SKA;Rajiformes;Blonde ray;raj.27.89a;1.982
2010;27.4.a;SKA;Rajiformes;Skates;raj.27.3a47d;0.289
2010;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.084
2010;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;2.373
2010;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.02
2010;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;3.141
2010;27.4.b;RJI;Leucoraja circularis;Skates;raj.27.3a47d;0.021
2010;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;5.127
2010;27.4.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;2.845
2010;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;0.052
2010;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;18.499
2010;27.4.c;RJB;Dipturus spp;Skates;rjb.27.3a4;0.001
2010;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;55.654
2010;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;72.898
2010;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.074
2010;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.323
2010;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;33.066
2010;27.4.c;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.24
2010;27.4.c;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.198
2010;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.189
2010;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;17.737
2010;27.4.c;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.057
2010;27.4.c;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.825
2010;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;10.337
2010;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;62.72
2010;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.41
2010;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.732
2010;27.6.a;RJH;Raja brachyura;Blonde ray;rjh.27.4a6;0.029
2010;27.6.a;RJM;Raja montagui;Spotted ray;rjm.27.67bj;0.003
2010;27.6.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.041
2010;27.6.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.13
2010;27.7.a;RJB;Dipturus spp;Skates;rjb.27.67a-ce-k;0.002
2010;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;3.867
2010;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;81.494
2010;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;0.322
2010;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;91.354
2010;27.7.a;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;0.188
2010;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;1.179
2010;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;11.286
2010;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.901
2010;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;23.692
2010;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.649
2010;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;62.896
2010;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;3.892
2010;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;27.63
2010;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.362
2010;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.038
2010;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;11.695
2010;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.238
2010;27.7.d;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;1.745
2010;27.7.d;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.002
2010;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.977
2010;27.7.d;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.65
2010;27.7.d;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.002
2010;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.056
2010;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.002
2010;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;40.608
2010;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.362
2010;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.033
2010;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;0.843
2010;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;7.151
2010;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;0.001
2010;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;0.001
2010;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;3.153
2010;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;0.031
2010;27.7.e;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.561
2010;27.7.e;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.431
2010;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.003
2010;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.901
2010;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.005
2010;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.02
2010;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;6.514
2010;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.018
2010;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;14.829
2010;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;10.949
2010;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;3.217
2010;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;17.564
2010;27.7.f;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;0.783
2010;27.7.f;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;8.155
2010;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.419
2010;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;7.508
2010;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.409
2010;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;12.081
2010;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;17.463
2010;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;56.104
2010;27.7.g;RJB;Dipturus spp;Skates;rjb.27.67a-ce-k;0.023
2010;27.7.g;RJB;Dipturus spp;Skates;rjb.27.67a-ce-k;0.004
2010;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;48.816
2010;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;37.541
2010;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;34.467
2010;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;62.91
2010;27.7.g;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;0.614
2010;27.7.g;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;27.671
2010;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;16.585
2010;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;17.086
2010;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;3.693
2010;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;24.906
2010;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;30.769
2010;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;158.071
2010;27.7.h;RJC;Raja clavata;Skates;raj.27.67a-ce-k;0.018
2010;27.7.h;RJH;Raja brachyura;Skates;raj.27.67a-ce-k;0.011
2010;27.7.h;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.006
2010;27.7.h;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.117
2010;27.7.h;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.504
2010;27.8.a;RJC;Raja clavata;Thornback ray;rjc.27.8;0.047
2010;27.8.a;RJM;Raja montagui;Spotted ray;rjm.27.8;0.006
2010;27.8.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.052
2010;27.8.a;SKA;Rajiformes;Blonde ray;raj.27.89a;0.006
2010;27.8.b;RJC;Raja clavata;Thornback ray;rjc.27.8;0.565
2010;27.8.b;RJH;Raja brachyura;Blonde ray;raj.27.89a;0.015
2010;27.8.b;RJM;Raja montagui;Spotted ray;rjm.27.8;0.043
2010;27.8.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;2.739
2010;27.8.b;SKA;Rajiformes;Blonde ray;raj.27.89a;0.979
2011;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.354
2011;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;8.564
2011;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.011
2011;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.006
2011;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;1.326
2011;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;16.735
2011;27.4.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;4.585
2011;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;0.348
2011;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;11.274
2011;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;0.052
2011;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;43.067
2011;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;62.233
2011;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.029
2011;27.4.c;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.003
2011;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.182
2011;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;27.066
2011;27.4.c;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.003
2011;27.4.c;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.519
2011;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.43
2011;27.4.c;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;11.327
2011;27.4.c;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.064
2011;27.4.c;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.374
2011;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;15.366
2011;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;31.84
2011;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.083
2011;27.4.c;SKA;Rajiformes;Skates;raj.27.3a47d;0.919
2011;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;14.664
2011;27.7.a;RJC;Raja clavata;Thornback ray;rjc.27.7afg;117.987
2011;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;1.539
2011;27.7.a;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;181.163
2011;27.7.a;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;0.094
2011;27.7.a;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;1.848
2011;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;6.598
2011;27.7.a;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;42.859
2011;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;5.044
2011;27.7.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;33.943
2011;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;1.677
2011;27.7.a;SKA;Rajiformes;Skates;raj.27.67a-ce-k;70.932
2011;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;7.744
2011;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;41.144
2011;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.504
2011;27.7.d;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.231
2011;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.077
2011;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;17.957
2011;27.7.d;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.198
2011;27.7.d;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;3.276
2011;27.7.d;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;0.007
2011;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.024
2011;27.7.d;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;2.662
2011;27.7.d;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.602
2011;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;1.88
2011;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;0.012
2011;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;27.435
2011;27.7.d;SKA;Rajiformes;Skates;raj.27.3a47d;2.91
2011;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;0.496
2011;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;2.768
2011;27.7.e;RJC;Raja clavata;Thornback ray;rjc.27.7e;0.066
2011;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;0.078
2011;27.7.e;RJH;Raja brachyura;Blonde ray;rjh.27.7e;4.558
2011;27.7.e;RJI;Raja microocellata;Small-eyed ray;rje.27.7de;1.365
2011;27.7.e;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.122
2011;27.7.e;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;1.183
2011;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.009
2011;27.7.e;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;1.355
2011;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.626
2011;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;4.71
2011;27.7.e;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.047
2011;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;20.063
2011;27.7.f;RJC;Raja clavata;Thornback ray;rjc.27.7afg;20.167
2011;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;1.926
2011;27.7.f;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;27.696
2011;27.7.f;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;8.62
2011;27.7.f;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;26.682
2011;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.917
2011;27.7.f;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;12.499
2011;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.454
2011;27.7.f;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;20.611
2011;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;5.476
2011;27.7.f;SKA;Rajiformes;Skates;raj.27.67a-ce-k;33.756
2011;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;58.279
2011;27.7.g;RJC;Raja clavata;Thornback ray;rjc.27.7afg;70.639
2011;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;25.601
2011;27.7.g;RJH;Raja brachyura;Blonde ray;rjh.27.7afg;75.451
2011;27.7.g;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;7.639
2011;27.7.g;RJI;Raja microocellata;Small-eyed ray;rje.27.7fg;72.537
2011;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;13.862
2011;27.7.g;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;41.521
2011;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;4.59
2011;27.7.g;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;40.767
2011;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;23.013
2011;27.7.g;SKA;Rajiformes;Skates;raj.27.67a-ce-k;86.556
2011;27.7.h;RJC;Raja clavata;Skates;raj.27.67a-ce-k;0.001
2011;27.7.h;RJH;Raja brachyura;Skates;raj.27.67a-ce-k;0.001
2011;27.7.h;RJI;Leucoraja circularis;Sandy ray;rji.27.67;0.081
2011;27.7.h;RJM;Raja montagui;Spotted ray;rjm.27.7ae-h;0.006
2011;27.7.h;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.067
2011;27.7.h;SKA;Rajiformes;Skates;raj.27.67a-ce-k;0.55
2011;27.8.a;RJC;Raja clavata;Thornback ray;rjc.27.8;0.03
2011;27.8.a;RJH;Raja brachyura;Blonde ray;raj.27.89a;0.003
2011;27.8.a;RJI;Leucoraja circularis;Blonde ray;raj.27.89a;0.034
2011;27.8.a;RJM;Raja montagui;Spotted ray;rjm.27.8;0.188
2011;27.8.a;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;0.076
2011;27.8.a;SKA;Rajiformes;Blonde ray;raj.27.89a;0.08
2011;27.8.b;RJC;Raja clavata;Thornback ray;rjc.27.8;2.297
2011;27.8.b;RJH;Raja brachyura;Blonde ray;raj.27.89a;0.048
2011;27.8.b;RJI;Leucoraja circularis;Blonde ray;raj.27.89a;0.01
2011;27.8.b;RJM;Raja montagui;Spotted ray;rjm.27.8;0.096
2011;27.8.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.678abd;4.191
2011;27.8.b;SKA;Rajiformes;Blonde ray;raj.27.89a;1.82
2012;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.985
2012;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;7.954
2012;27.4.b;RJC;Raja clavata;Thornback ray;rjc.27.3a47d;0.03
2012;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;0.536
2012;27.4.b;RJH;Raja brachyura;Blonde ray;rjh.27.4bc7d;12.788
2012;27.4.b;RJI;Leucoraja circularis;Skates;raj.27.3a47d;0.083
2012;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;0.318
2012;27.4.b;RJM;Raja montagui;Spotted ray;rjm.27.3a47d;4.561
2012;27.4.b;RJN;Leucoraja naevus;Cuckoo ray;rjn.27.3a4;0.876
2012;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;0.659
2012;27.4.b;SKA;Rajiformes;Skates;raj.27.3a47d;2.356
